Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified,Location,ADDRESS,loc,point,lat,lon,altitude,Borough,borough
LW5,PM2.5,15/03/2020 00:00,3.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,16/03/2020 00:00,7.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,17/03/2020 00:00,4.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,18/03/2020 00:00,6.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,19/03/2020 00:00,9.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,20/03/2020 00:00,4.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,21/03/2020 00:00,5.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,22/03/2020 00:00,9.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,23/03/2020 00:00,11.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,24/03/2020 00:00,12.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,25/03/2020 00:00,21.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,26/03/2020 00:00,26.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,27/03/2020 00:00,26.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,28/03/2020 00:00,12.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,29/03/2020 00:00,3.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,30/03/2020 00:00,3.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,31/03/2020 00:00,6.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,01/04/2020 00:00,8.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,02/04/2020 00:00,4.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,03/04/2020 00:00,8.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,04/04/2020 00:00,10.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,05/04/2020 00:00,8.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,06/04/2020 00:00,6.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,07/04/2020 00:00,16.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,08/04/2020 00:00,37.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,09/04/2020 00:00,43.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,10/04/2020 00:00,30.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,11/04/2020 00:00,22.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,12/04/2020 00:00,15.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,13/04/2020 00:00,4.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,14/04/2020 00:00,5.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,15/04/2020 00:00,15.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,16/04/2020 00:00,36.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,17/04/2020 00:00,7.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,18/04/2020 00:00,10.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,19/04/2020 00:00,8.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,20/04/2020 00:00,8.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,21/04/2020 00:00,8.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,22/04/2020 00:00,13.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,23/04/2020 00:00,16.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,24/04/2020 00:00,18.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,25/04/2020 00:00,8.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,26/04/2020 00:00,11.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,27/04/2020 00:00,13.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,28/04/2020 00:00,3.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,29/04/2020 00:00,4.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,30/04/2020 00:00,2.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,01/05/2020 00:00,2.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,05/05/2020 00:00,3.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,06/05/2020 00:00,9.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,07/05/2020 00:00,14.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,08/05/2020 00:00,16.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,09/05/2020 00:00,26.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,10/05/2020 00:00,13.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,16/05/2020 00:00,6.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,17/05/2020 00:00,6.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,18/05/2020 00:00,4.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,19/05/2020 00:00,3.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,20/05/2020 00:00,5.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,21/05/2020 00:00,8.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,22/05/2020 00:00,8.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,23/05/2020 00:00,6.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,24/05/2020 00:00,6.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,25/05/2020 00:00,10.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,03/06/2020 00:00,12.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,17/06/2020 00:00,8.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,24/06/2020 00:00,14.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,25/06/2020 00:00,15.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,26/06/2020 00:00,13.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,27/06/2020 00:00,3.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,21/08/2020 00:00,6.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,22/08/2020 00:00,7.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,23/08/2020 00:00,8.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,24/08/2020 00:00,9.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,25/08/2020 00:00,4.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,26/08/2020 00:00,7.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,27/08/2020 00:00,10.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
LW5,PM2.5,28/08/2020 00:00,3.0,ug/m3,R,Deptford,"Deptford,London, United Kingdom","Deptford, London Borough of Lewisham, London, Lewisham, Greater London, England, SE10 8ND, United Kingdom","(51.4758453, -0.0215164, 0.0)",51.475845299999996,-0.0215164,0.0,Lewisham,Lewisham
